Disease,Region,Latitude,Longitude,Altitude,Animal_Type,Animal_Ownership,Immunization_Status,Identification_Method,Community_HDA_Identified,Animal_Image
Rabies,Somali,3.53750141,39.05253066,1078.423584,Donkey/Horse/Mule,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/15361751?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1585377758785.jpg
Rabies,Somali,3.76804987,39.36364318,960.809082,Donkey/Horse/Mule,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/15348244?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1584867659488.jpg
Rabies,Somali,5.588305,44.21041167,229.5,Donkey/Horse/Mule,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/15327367?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1584779083654.jpg
Rabies,SNNP,4.802313333,36.04974833,341.2,Dog,Yes,Not vaccinated,House to house visit,Yes,
Rabies,SNNP,4.802301667,36.04975333,372.9,Dog,Yes,Not vaccinated,House to house visit,Yes,
Rabies,Gambella,7.236496667,35.31799333,1374.5,Cow,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/14633826?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1580720659436.jpg
Rabies,Benshangul Gumuz,10.052475,35.295465,864.0,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.05249,35.295455,863.9,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.05250333,35.29546667,863.9,Dog,Yes,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.05249833,35.29546333,863.7,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.052535,35.29547,863.5,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.052535,35.29550167,863.3,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.05255833,35.29547,863.1,Dog,No,Not vaccinated,House to house visit,Yes,
Rabies,Benshangul Gumuz,10.05249833,35.29549167,869.1,Dog,No,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/14353025?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1577757439537.jpg
Rabies,Benshangul Gumuz,9.959105,35.34252,931.9,Dog,No,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/14353005?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1577674270702.jpg
Rabies,Benshangul Gumuz,9.959156667,35.34247167,931.8,Dog,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/14352984?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1577673936227.jpg
Anthrax,Benshangul Gumuz,10.0578143,34.5408964,0.0,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Benshangul Gumuz,10.0510172,34.5377808,0.0,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.8549956,41.3695732,779.0,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,5.0714958,44.9136169,179.6999969,Cow,No,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.5618222,41.5107039,1136.0,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Gambella,8.332709,33.9594978,0.0,Cow,Yes,Anthrax vaccinated,Community gathering,Yes,
Anthrax,Gambella,7.2413215,35.3221499,1331.800049,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/31288060?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1673530784507.jpg
Anthrax,Oromia,4.2297992,38.7262451,1256.4,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/31229639?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1673163432635.jpg
Anthrax,Gambella,8.3322205,33.9581488,385.0,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,SNNP,6.8876017,35.41942,1062.2,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.5399445,41.4322838,1103.0,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.531024,41.414666,1166.0,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Gambella,8.3315087,33.9579342,417.5,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Gambella,8.3337822,33.9567742,405.5,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Gambella,7.9086581,34.5341797,450.3,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29687074?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1666351855362.jpg
Anthrax,Somali,7.2028932,46.6652194,412.3432617,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29329755?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1663581236835.jpg
Anthrax,Somali,7.1999836,46.6644105,439.5281982,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29329754?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1663572954452.jpg
Anthrax,Somali,7.2028923,46.6652268,437.7520752,Camel,Yes,Not vaccinated,Animal Market place,Yes,http://api.ona.io/api/v1/files/29329751?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1663571922626.jpg
Anthrax,Somali,7.2028849,46.6652024,422.3961182,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29329750?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1663571587152.jpg
Anthrax,Oromia,4.1371788,38.9291004,1386.5,Cow,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28839475?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1662025889326.jpg
Anthrax,Gambella,8.2495662,34.5994608,148.8,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,SNNP,5.7867145,36.5674033,1408.17041,Goat,Yes,Not vaccinated,Health Facility,No,
Anthrax,Gambella,8.3225868,33.9668296,0.0,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Gambella,7.2164259,35.29409,1233.4,Ox,Yes,Anthrax vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28208272?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1658581630603.jpg
Anthrax,Gambella,7.2140306,35.2912956,1234.4,Cow,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28208262?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1658580952411.jpg
Anthrax,Gambella,7.2112767,35.28952,1217.5,Ox,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28208250?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1658580063533.jpg
Anthrax,Benshangul Gumuz,11.2948884,36.2439309,0.0,Ox,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28142072?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1658283465333.jpg
Anthrax,Somali,9.5551595,41.3820507,1103.0,Sheep,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Oromia,4.0838378,39.1143775,1339.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/27321925?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1655624439166.jpg
Anthrax,Oromia,5.110265,37.3568685,1332.14502,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Benshangul Gumuz,10.0163735,34.5270203,1514.479858,Ox,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/27162993?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1654127807551.jpg
Anthrax,Somali,9.5553665,41.3833858,0.0,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,5.0818627,45.1309889,199.3999939,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/26371669?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1651214512864.jpg
Anthrax,Somali,5.0672619,44.9784083,164.8414307,Goat,No,Anthrax vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/25948939?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1648823688913.jpg
Anthrax,SNNP,5.7867476,36.5673933,1409.0,Cow,Yes,Not vaccinated,House to house visit,No,
Anthrax,SNNP,5.7867555,36.5674314,1393.0,Cow,Yes,Not vaccinated,House to house visit,No,
Anthrax,SNNP,5.78675,36.5674178,1392.0,Cow,Yes,Not vaccinated,House to house visit,No,
Anthrax,SNNP,5.7866778,36.5674978,1404.099976,Cow,Yes,Not vaccinated,House to house visit,No,
Anthrax,Gambella,8.3322784,33.9634626,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,7.4374613,46.6439125,508.5,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25178410?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646402024430.jpg
Anthrax,Somali,7.4479677,46.1691143,500.8432617,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/25155878?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646396247110.jpg
Anthrax,Somali,7.4478481,46.1689555,463.7818604,Camel,Yes,Anthrax vaccinated,Animal Market place,Yes,http://api.ona.io/api/v1/files/25155877?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646396008017.jpg
Anthrax,Somali,7.2064294,46.5224965,433.6984863,Camel,Yes,Not vaccinated,Animal Market place,Yes,http://api.ona.io/api/v1/files/25155876?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646381706459.jpg
Anthrax,Benshangul Gumuz,10.0522017,34.6556736,1518.775024,Ox,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/24911465?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1645687091350.jpg
Anthrax,Somali,7.4375489,46.645573,472.1,Sheep,No,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/24846642?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1645336661926.jpg
Anthrax,Gambella,8.3335382,33.9611857,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,5.933662495,43.52627224,256.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/24632836?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1643804592718.jpg
Anthrax,Somali,5.300241,44.6848506,204.0,Cow,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/23834712?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1639375268516.jpg
Anthrax,Somali,9.5402671,41.4261599,1126.940448,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.5618047,41.5100613,1126.097859,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6105403,41.6686297,1099.182694,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,SNNP,7.0338664,35.5438477,1556.792216,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,5.0170018,42.0767609,223.0,Other,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6131453,41.663147,1088.135699,Camel,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6129049,41.6583268,1122.972524,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,SNNP,6.9946923,35.5916557,1405.427752,Sheep,Yes,Anthrax vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/21420266?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1628159982920.jpg
Anthrax,SNNP,6.9970553,35.5902594,1411.179792,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/21420084?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1628158944320.jpg
Anthrax,Somali,7.5028495,45.639198,604.7787541,Camel,Yes,Not vaccinated,Health Facility,Yes,
Anthrax,Somali,9.6097792,41.6346016,1092.668717,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,8.0280328,46.5953061,623.241419,Camel,Yes,Not vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/20828098?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1624613176869.jpg
Anthrax,Somali,9.6068729,41.3884591,980.2546518,Camel,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,SNNP,6.258473,35.5205121,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20743374?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623144405820.jpg
Anthrax,Somali,9.6098069,41.6732859,1100.38921,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20721556?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623839837606.jpg
Anthrax,Somali,4.513061667,39.86234667,1175.8,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/20719369?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623740777336.jpg
Anthrax,Somali,4.513385,39.86231333,1165.8,Camel,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/20718836?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623825822052.jpg
Anthrax,Somali,4.512463333,39.86309667,1208.7,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/20718988?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623742148079.jpg
Anthrax,Somali,9.5710301,41.3795613,1062.450902,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20628588?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623289077425.jpg
Anthrax,Somali,9.5709386,41.3795294,1098.948756,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20628583?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1623288849144.jpg
Anthrax,Gambella,7.2540795,35.3236481,1313.0,Ox,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/26292153?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1650779669018.jpg
Anthrax,Gambella,8.3322537,33.9580267,408.2,Cow,Yes,Anthrax vaccinated,Community gathering,Yes,
Anthrax,Somali,4.5420859,41.0303206,801.202482,Camel,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/20579717?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622726733145.jpg
Anthrax,Somali,4.599877,40.9448585,840.4038777,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/20579715?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622722247842.jpg
Anthrax,Somali,4.59827,40.9996247,864.2990683,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20579691?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622729358899.jpg
Anthrax,Somali,4.546646,41.0286217,795.9787349,Camel,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/20579632?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622727240516.jpg
Anthrax,Somali,4.6047864,40.9434263,844.3815036,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/20579630?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622721805978.jpg
Anthrax,Somali,4.866764,42.7637274,342.4773061,Camel,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/20549370?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622711381762.jpg
Anthrax,Benshangul Gumuz,10.0271851,35.2266949,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20394488?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1608577685446.jpg
Anthrax,Somali,4.8313688,41.1879718,689.7716823,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20379235?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1621420357553.jpg
Anthrax,Somali,5.104901,42.2955027,250.1832995,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/20372095?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1621509079208.jpg
Anthrax,Somali,5.1488696,42.260383,276.5193108,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/20371970?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1621516492746.jpg
Anthrax,Oromia,3.5501489,39.0474147,1181.6,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/20281050?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1620725217819.jpg
Anthrax,Somali,9.5573574,41.3864457,1083.92945,Camel,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/19937846?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1618552660265.jpg
Anthrax,Somali,9.5573256,41.3864878,1078.951816,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/19937845?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1618552490024.jpg
Anthrax,SNNP,6.165921667,35.58777,2309.3,Ox,Yes,Anthrax vaccinated,House to house visit,No,
Anthrax,SNNP,6.175341667,35.584705,2539.8,Ox,Yes,Anthrax vaccinated,Community gathering,No,
Anthrax,SNNP,6.252363333,35.52600833,1441.5,Ox,Yes,Anthrax vaccinated,House to house visit,No,
Anthrax,SNNP,6.165938333,35.587795,2309.1,Ox,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,SNNP,6.174965,35.58334333,2358.6,Ox,No,Not vaccinated,Community gathering,No,
Anthrax,SNNP,6.31746,35.62087667,1830.4,Ox,No,Not vaccinated,Community gathering,No,
Anthrax,SNNP,6.317458333,35.62087833,1829.7,Ox,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,SNNP,6.317456667,35.62087,1830.1,Ox,Yes,Anthrax vaccinated,Community gathering,No,
Anthrax,Benshangul Gumuz,10.6094479,36.0823244,1697.173736,Goat,Yes,Not vaccinated,Animal Market place,No,http://api.ona.io/api/v1/files/19554879?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1615915372666.jpg
Anthrax,Somali,9.5557432,41.3827538,1095.359927,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.5739849,41.6378263,1183.0,Goat,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6186049,41.6557009,1083.0,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6576081,41.6184456,1029.0,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.5584859,41.3816668,1087.257765,Goat,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,9.661628,41.6172903,1018.0,Camel,Yes,Anthrax vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/18667505?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1609422886800.jpg
Anthrax,Somali,9.6070885,41.6327671,1104.0,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.607131,41.6328013,1109.0,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/18667504?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1609423090396.jpg
Anthrax,Somali,9.5591328,41.3813043,1076.0,Donkey/Horse/Mule,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.6184687,41.6556314,1083.0,Other,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Somali,9.3317865,40.9195692,1247.124197,Ox,No,Not vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/23101900?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1636897488957.jpg
Anthrax,Benshangul Gumuz,10.0275708,35.2276251,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/18648368?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1608666266549.jpg
Anthrax,Somali,5.29562437,44.69425606,231.0,Cow,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/17789019?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1602738703559.jpg
Anthrax,SNNP,4.9715496,36.4863032,0.0,Cow,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Somali,3.9819944,39.95560309,759.7573242,Camel,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/16111438?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1591858993021.jpg
Anthrax,SNNP,4.802298333,36.049665,376.7,Goat,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Gambella,7.23488,35.31916667,1307.9,Cow,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/15276435?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1582973727854.jpg
Anthrax,Somali,9.294726667,40.84027167,1232.3,Ox,Yes,Anthrax vaccinated,House to house visit,Yes,
Anthrax,Gambella,7.236495,35.317945,1333.6,Cow,Yes,Not vaccinated,House to house visit,Yes,
Anthrax,Gambella,7.237008333,35.31777,1376.7,Goat,No,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/14633824?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1580720071815.jpg
Anthrax,Somali,6.93021198,46.69376961,341.5482178,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/14576905?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1579760794825.jpg
Anthrax,Somali,6.92999572,46.69404221,334.2233887,Camel,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/14576889?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1579760016585.jpg
Anthrax,Somali,6.93004797,46.69403102,338.6626587,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/14576884?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1579759601413.jpg
Anthrax,Somali,6.93002368,46.69398208,347.6772461,Camel,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/14576874?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1579758682615.jpg
Anthrax,Somali,5.0810288,45.1326423,0.0,Donkey/Horse/Mule,No,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/14405786?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1578493023861.jpg
Brucellosis,Somali,9.2504497,40.7763851,1296.5,Ox,Yes,Not vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/35521047?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1693986217420.jpg
Brucellosis,Gambella,8.3319283,33.9582067,395.1,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.331875,33.9581721,395.2,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.4868487,37.7325674,1096.0,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,9.7597095,34.7280719,1471.0,Goat,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/35293219?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1692249971425.jpg
Brucellosis,Benshangul Gumuz,9.7597262,34.728029,1479.0,Cow,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/35293217?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1690531753723.jpg
Brucellosis,Gambella,8.1914046,34.2667609,396.9,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/35012771?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1691317310115.jpg
Brucellosis,Gambella,8.3319423,33.9594908,549.5,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/34989598?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1691306822583.jpg
Brucellosis,Benshangul Gumuz,9.7636543,34.7875914,1411.0,Goat,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/34950167?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1690546723653.jpg
Brucellosis,Benshangul Gumuz,9.8158023,34.6946964,1421.0,Goat,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/34811742?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1690545933594.jpg
Brucellosis,Benshangul Gumuz,9.8158977,34.6947588,1421.0,Goat,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/34811740?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1690055411059.jpg
